,Player ID,Name,Full Name,Team Name,Position,Height,Weight,Birth Date,Birth Place,Retired,Player Url,Current Team ID,All Teams,Total Seasons,Total Games,Games Started,Total Minutes Played,Field Goals,Field Goals Attempted,Field Goal %,3pt,3pt Attempted,3pt %,2pt,2pt Attempted,2pt %,Free Throws,Free Throws Attempted,Free Throws %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
3054,3540,J.R. Reid,Herman Reid Jr.,retired,F,81,247.0,March 31 1968,"Virginia Beach, Virginia",True,/players/r/reidjr01.html,0.0,"[27, 17, 20, 14, 6]",11,861.0,369.0,19599.0,5.04,10.64,47.38,0.01,0.08,10.71,5.03,10.57,47.58,3.25,4.46,72.85,2.28,5.63,7.89,1.5,1.18,0.6,2.2,4.72,13.34
3055,3541,Jim Reid,James Reid,retired,F,78,210.0,August 3 1945,Unknown,True,/players/r/reidji01.html,0.0,[],1,6.0,1.2595112134005215,52.0,6.9,13.8,50.0,0.0,0.0,0.0,6.9,13.8,50.0,0.7,3.5,20.0,3.16,4.44,7.6,2.1,0.0,0.0,0.0,4.2,14.5
3056,3542,Naz Reid,Nazreon Hilton Reid,Minnesota Timberwolves,F,81,264.0,August 26 1999,"Asbury Park, New Jersey",False,/players/r/reidna01.html,18.0,[18],1,19.0,0.0,216.0,8.5,20.3,41.87,3.7,10.2,36.27,4.8,10.2,47.06,2.7,3.5,77.14,2.3,6.3,8.7,2.3,1.0,1.7,2.0,7.3,23.3
3057,3543,Robert Reid,Robert Keith Reid,retired,F-G,80,205.0,August 30 1955,"Atlanta, Georgia",True,/players/r/reidro01.html,0.0,"[11, 25, 23]",13,991.0,534.1750137163717,26311.0,6.31,13.89,45.42,0.15,0.51,28.98,6.16,13.36,46.1,2.07,2.85,72.54,1.66,4.27,5.91,3.56,1.38,0.58,1.86,4.16,14.87
3058,3544,Ryan Reid,Ryan Rupert Reid,retired,F,80,232.0,October 30 1986,"Lauderdale Lakes, Florida",True,/players/r/reidry01.html,0.0,[],1,5.0,0.0,17.0,8.5,10.6,80.19,0.0,0.0,0.0,8.5,10.6,80.19,0.0,0.0,0.0,2.1,2.1,4.2,0.0,0.0,0.0,2.1,2.1,16.9
3059,3545,Jared Reiner,Jared Thomas Reiner,retired,C,83,255.0,April 8 1982,"Tripp, South Dakota",True,/players/r/reineja01.html,0.0,"[17, 5]",2,46.0,4.0,376.0,2.38,6.97,34.1,0.0,0.0,0.0,2.38,6.97,34.1,0.36,1.36,26.84,3.24,7.19,10.46,1.34,0.74,1.25,2.24,7.62,5.18
3060,3547,Richard Rellford,Richard Allen Rellford,retired,F,78,230.0,February 16 1964,"Riviera Beach, Florida",True,/players/r/rellfri01.html,0.0,[],1,4.0,0.0,42.0,4.3,6.9,62.32,0.0,0.0,0.0,4.3,6.9,62.32,5.1,6.9,73.91,1.7,4.3,6.0,0.9,0.0,2.6,3.4,2.6,13.7
3061,3548,Terrence Rencher,Terrence Lamont Rencher,retired,G,75,185.0,February 19 1973,"Bronx, New York",True,/players/r/renchte01.html,0.0,"[16, 24]",1,72.0,2.0,810.0,2.92,8.91,32.74,0.79,2.57,30.77,2.12,6.28,33.8,2.77,4.09,67.59,0.79,3.11,3.9,4.8,1.44,0.19,3.8,3.31,9.39
3062,3549,John Rennicke,John William Rennicke,retired,G,74,185.0,August 11 1929,"Aurora, Illinois",True,/players/r/rennijo01.html,0.0,[],1,6.0,1.3382353271381624,54.0,2.7,12.0,22.5,0.0,0.0,0.0,2.7,12.0,22.5,2.0,6.0,33.33,1.57,4.43,6.0,0.7,0.0,0.0,0.0,4.7,7.3
3063,3551,Efthimis Rentzias,Efthimios Rentzias,retired,C,83,250.0,January 11 1976,"Trikala, Greece",True,/players/r/rentzef01.html,0.0,[],1,35.0,0.0,144.0,5.0,14.7,34.01,1.0,2.0,50.0,4.0,12.7,31.5,2.0,2.3,86.96,2.5,4.0,6.5,1.7,1.5,0.5,1.0,5.2,13.0
3064,3552,Shawn Respert,Shawn Christopher Respert,retired,G,73,195.0,February 6 1972,"Detroit, Michigan",True,/players/r/respesh01.html,0.0,"[17, 28, 24, 7]",4,270.0,9.0,3756.0,4.82,11.42,42.21,1.43,4.18,34.14,3.41,7.24,47.06,1.99,2.41,82.49,1.29,2.23,3.52,2.66,1.39,0.1,1.95,2.96,13.06
3065,3553,Kevin Restani,Kevin Gilbert Restani,retired,F-C,81,225.0,December 23 1951,"San Francisco, California",True,/players/r/restake01.html,0.0,"[17, 27, 6]",8,651.0,153.89584446997884,11144.0,5.26,10.96,48.02,0.03,0.13,21.27,5.24,10.83,48.35,1.12,1.59,70.49,2.69,5.15,7.86,2.57,0.77,0.41,1.2,3.43,11.66
3066,3554,Cameron Reynolds,Cameron Reynolds,Milwaukee Bucks,G,79,225.0,February 7 1995,"Pearland, Texas",True,/players/r/reynoca01.html,17.0,[17],1,19.0,0.0,259.0,4.6,10.8,42.59,2.9,7.1,40.85,1.7,3.8,44.74,1.1,1.3,84.62,0.6,3.8,4.3,1.8,0.8,0.3,0.7,3.6,13.2
3067,3555,George Reynolds,George Reynolds,retired,G,76,195.0,November 23 1947,Unknown,True,/players/r/reynoge01.html,0.0,[],1,10.0,0.0,44.0,6.5,15.5,41.94,0.0,0.0,0.0,6.5,15.5,41.94,4.1,5.7,71.93,7.05,4.45,11.5,9.8,0.0,0.0,0.0,8.2,17.2
3068,3556,Jerry Reynolds,Jerry Reynolds,retired,G-F,80,200.0,December 23 1962,"Brooklyn, New York",True,/players/r/reynoje01.html,0.0,"[17, 22]",8,443.0,118.0,8379.0,6.08,14.61,41.64,0.11,0.53,21.33,5.96,14.05,42.41,5.02,6.73,74.6,2.01,3.66,5.66,3.9,2.1,1.08,3.11,2.89,17.33
3069,3558,Gene Rhodes,Eugene Stephen Rhodes,retired,G,73,170.0,September 2 1927,"St. Louis, Missouri",True,/players/r/rhodege01.html,0.0,[],1,65.0,16.309484267626715,1162.0,3.4,10.6,32.08,0.0,0.0,0.0,3.4,10.6,32.08,3.7,5.2,71.15,0.0,3.0,3.0,2.8,0.0,0.0,0.0,2.4,10.4
3070,3559,Rodrick Rhodes,Rodrick Rhodes,retired,G-F,78,225.0,September 24 1973,"Jersey City, New Jersey",True,/players/r/rhodero01.html,0.0,"[11, 7]",3,85.0,15.0,1390.0,3.6,10.7,33.62,0.13,0.59,21.44,3.47,10.1,34.35,3.68,6.0,61.32,1.18,1.49,2.75,3.41,1.94,0.34,3.63,4.32,10.93
3071,3560,Glen Rice,Glen Anthony Rice Sr.,retired,F,79,215.0,May 28 1967,"Jacksonville, Arkansas",True,/players/r/ricegl01.html,0.0,"[16, 14, 11, 20, 13]",15,1000.0,876.0,34985.0,6.97,15.29,45.6,1.61,4.01,40.13,5.38,11.29,47.6,3.32,3.92,84.68,0.99,3.54,4.52,2.15,0.98,0.28,1.79,2.41,18.88
3072,3561,Glen Rice Jr.,Glen Rice Jr.,retired,G,78,206.0,January 1 1991,"Miami, Florida",True,/players/r/ricegl02.html,0.0,[],2,16.0,1.0,152.0,3.29,12.31,26.71,1.45,5.68,25.43,1.92,6.63,28.89,2.15,3.06,70.26,1.41,4.28,5.67,2.13,1.43,0.22,2.63,4.25,10.2
3073,3562,Chris Richard,Chris Richard,retired,F,81,270.0,December 25 1984,"Lakeland, Florida",True,/players/r/richach01.html,0.0,"[18, 5]",2,70.0,3.0,780.0,2.61,5.34,48.93,0.0,0.0,0.0,2.61,5.34,48.93,1.03,1.73,59.51,3.31,5.69,8.93,1.17,0.8,0.74,1.8,6.15,6.19
3074,3563,Clint Richardson,Clint Dewitt Richardson,retired,G,75,195.0,August 7 1956,"Seattle, Washington",True,/players/r/richacl01.html,0.0,"[23, 12]",8,586.0,140.1990973301547,11818.0,5.3,11.45,46.27,0.03,0.12,26.08,5.28,11.32,46.7,1.8,2.34,76.89,1.61,2.57,4.21,4.45,1.1,0.32,2.27,3.11,12.45
3075,3564,Jason Richardson,Jason Anthony Richardson,retired,G,78,220.0,January 20 1981,"Saginaw, Michigan",True,/players/r/richaja01.html,0.0,"[10, 24, 22, 4, 23]",13,1009.0,993.0,34366.0,6.82,15.41,44.24,2.02,5.4,37.33,4.78,10.02,47.72,2.29,3.22,71.18,1.24,3.91,5.13,2.7,1.22,0.44,1.78,2.39,17.91
3076,3565,Jeremy Richardson,Jeremy Terrell Richardson,retired,G-F,78,185.0,February 11 1984,"Allentown, Pennsylvania",True,/players/r/richaje01.html,0.0,"[1, 22, 27, 15, 25]",3,78.0,2.0,397.0,4.72,13.53,34.88,2.16,5.54,38.98,2.56,7.98,32.04,0.63,0.89,70.97,0.46,2.82,3.28,0.63,0.71,0.0,1.53,3.25,12.25
3077,3566,Josh Richardson,Joshua Michael Richardson,Philadelphia 76ers,G,77,200.0,September 15 1993,"Edmond, Oklahoma",False,/players/r/richajo01.html,23.0,"[16, 23]",5,301.0,230.0,9252.0,5.32,12.45,42.76,1.88,5.18,36.24,3.45,7.28,47.3,1.99,2.44,81.57,0.83,2.93,3.72,3.4,1.29,0.78,1.72,2.91,14.54
3078,3567,Malachi Richardson,Malachi Richardson,retired,G,78,205.0,January 5 1996,"Trenton, New Jersey",True,/players/r/richama01.html,0.0,"[26, 28]",3,96.0,8.0,949.0,3.67,10.5,34.99,1.53,5.03,30.46,2.14,5.47,39.15,2.0,2.57,77.79,0.59,3.37,3.94,1.4,0.97,0.11,1.36,3.4,10.89
3079,3568,Micheal Ray Richardson,Micheal Ray Richardson,retired,G-F,77,189.0,April 11 1955,"Lubbock, Texas",True,/players/r/richami01.html,0.0,"[20, 3, 10]",8,620.0,503.1155667320917,20665.0,6.54,14.45,45.26,0.22,1.07,20.33,6.34,13.37,47.43,2.42,3.54,68.44,1.92,3.95,5.84,7.55,2.86,0.4,3.65,3.67,15.8
3080,3569,Norm Richardson,Charles Norman Richardson,retired,G,77,190.0,July 24 1979,"Brooklyn, New York",True,/players/r/richano01.html,0.0,"[5, 12]",1,22.0,0.0,134.0,5.38,13.96,38.52,2.13,4.31,49.42,3.2,9.7,32.98,3.2,4.8,66.67,1.59,2.71,4.3,1.1,0.0,0.0,1.6,2.71,16.09
3081,3570,Pooh Richardson,Jerome Richardson Jr.,retired,G,73,180.0,May 14 1966,"Philadelphia, Pennsylvania",True,/players/r/richapo01.html,0.0,"[13, 18, 12]",10,639.0,483.0,19399.0,5.63,12.75,44.16,0.67,2.03,32.93,4.98,10.7,46.5,1.18,1.82,64.85,0.8,2.56,3.36,7.74,1.53,0.2,2.16,2.09,13.15
3082,3571,Quentin Richardson,Quentin L. Richardson,retired,G,78,223.0,April 13 1980,"Chicago, Illinois",True,/players/r/richaqu01.html,0.0,"[13, 20, 22, 24, 16]",13,783.0,486.0,20785.0,5.08,12.76,39.78,2.02,5.7,35.45,3.04,7.06,43.0,1.75,2.45,71.48,1.61,4.73,6.36,1.96,1.05,0.25,1.51,2.65,13.91
3083,3572,Mitch Richmond,Mitchell James Richmond III,retired,G,77,215.0,June 30 1965,"Fort Lauderdale, Florida",True,/players/r/richmmi01.html,0.0,"[26, 10, 30, 14]",14,976.0,902.0,34309.0,7.67,16.83,45.61,1.39,3.59,38.72,6.27,13.25,47.36,4.79,5.63,85.03,0.94,3.06,4.0,3.56,1.28,0.26,2.71,2.64,21.51
3084,3573,John Richter,John Fritz Richter,retired,F,81,225.0,March 12 1937,"Philadelphia, Pennsylvania",True,/players/r/richtjo01.html,0.0,[],1,66.0,1.889860033180208,808.0,5.0,14.8,33.78,0.0,0.0,0.0,5.0,14.8,33.78,2.6,5.2,50.0,9.44,4.46,13.9,1.2,0.0,0.0,0.0,7.0,12.7
3085,3574,Dick Ricketts,Richard James Ricketts Jr.,retired,F-C,79,215.0,December 4 1933,"Pottstown, Pennsylvania",True,/players/r/rickedi01.html,0.0,[],3,280.0,174.6382689004845,7620.0,4.68,14.34,32.63,0.0,0.0,0.0,4.68,14.34,32.63,2.9,4.19,69.35,4.19,4.44,8.63,3.08,0.0,0.0,0.0,5.46,12.22
3086,3575,Isaiah Rider,Isaiah Rider Jr.,retired,G,77,215.0,March 12 1971,"Oakland, California",True,/players/r/rideris01.html,0.0,"[18, 25, 14, 1, 8]",9,563.0,424.0,17851.0,7.24,16.29,44.43,1.34,3.81,35.2,5.9,12.47,47.27,3.18,3.92,81.02,1.37,3.0,4.39,3.1,0.73,0.26,2.88,2.66,18.97
3087,3576,Jackie Ridgle,Jackie Lendell Ridgle,retired,G,76,195.0,February 13 1948,"Altheimer, Arkansas",True,/players/r/ridglja01.html,0.0,[],1,32.0,0.0,107.0,6.4,14.8,43.24,0.0,0.0,0.0,6.4,14.8,43.24,6.4,8.7,73.56,0.57,4.43,5.0,2.4,0.0,0.0,0.0,5.0,19.2
3088,3577,Luke Ridnour,Lukas Robin Ridnour,retired,G,74,175.0,February 13 1981,"Coeur d'Alene, Idaho",True,/players/r/ridnolu01.html,0.0,"[18, 17, 22, 4]",12,891.0,507.0,22764.0,4.84,11.28,42.91,0.99,2.82,35.06,3.86,8.46,45.63,2.06,2.4,85.64,0.61,2.51,3.13,6.15,1.34,0.26,2.25,2.94,12.72
3089,3581,Antoine Rigaudeau,Antoine Roger Rigaudeau,retired,G,79,210.0,December 17 1971,"Cholet, France",True,/players/r/rigauan01.html,0.0,[],1,11.0,0.0,91.0,3.2,13.8,23.19,0.4,2.0,20.0,2.8,11.9,23.53,0.0,0.0,0.0,1.6,1.6,3.2,2.4,1.2,0.0,2.4,4.4,6.7
3090,3582,Tom Riker,Thomas E. Riker,retired,C-F,82,225.0,February 28 1950,"Rockville Centre, New York",True,/players/r/rikerto01.html,0.0,[],3,82.0,0.0,605.0,4.56,11.93,38.18,0.0,0.0,0.0,4.56,11.93,38.18,4.32,7.31,59.15,3.41,4.83,8.24,1.41,0.88,0.32,0.0,5.08,13.37
3091,3583,Bob Riley,Robert J. Riley,retired,F,81,235.0,July 6 1948,Unknown,True,/players/r/rileybo01.html,0.0,[],1,7.0,0.2623483712217185,39.0,3.7,8.3,44.58,0.0,0.0,0.0,3.7,8.3,44.58,4.6,8.3,55.42,6.65,4.45,11.1,0.9,0.0,0.0,0.0,4.6,12.0
3092,3584,Eric Riley,Eric Kendall Riley,retired,C,84,245.0,June 2 1970,"Cleveland, Ohio",True,/players/r/rileyer01.html,0.0,"[11, 13, 7, 2, 18]",5,186.0,41.0,1844.0,4.27,9.32,45.76,0.0,0.09,0.0,4.27,9.26,46.07,2.72,3.84,70.78,3.48,5.86,9.35,1.19,1.05,2.58,2.46,5.92,11.21
3093,3585,Pat Riley,Patrick James Riley,retired,G-F,76,205.0,March 20 1945,"Rome, New York",True,/players/r/rileypa01.html,0.0,"[14, 24]",9,590.0,95.33121265738576,9000.0,6.96,16.84,41.29,0.0,0.0,0.0,6.96,16.84,41.29,2.88,4.11,69.96,0.51,3.09,3.6,3.87,0.54,0.08,0.0,5.06,16.78
3094,3586,Ron Riley,Ronald Jay Riley,retired,F,80,195.0,November 11 1950,"Los Angeles, California",True,/players/r/rileyro01.html,0.0,[11],4,312.0,75.53789667829707,5443.0,4.93,11.83,41.66,0.0,0.0,0.0,4.93,11.83,41.66,1.55,2.29,67.83,4.16,6.05,10.23,2.38,0.83,0.6,0.0,4.97,11.44
3095,3587,Rich Rinaldi,Richard P. Rinaldi,retired,G,75,195.0,August 3 1949,"Poughkeepsie, New York",True,/players/r/rinalri01.html,0.0,[],3,79.0,12.149865098649059,853.0,6.82,17.27,39.5,0.0,0.0,0.0,6.82,17.27,39.5,3.01,4.16,72.38,0.09,3.85,3.93,3.1,0.13,0.04,0.0,3.02,16.58
3096,3588,Mike Riordan,Michael W. Riordan,retired,G-F,76,200.0,July 9 1945,"New York, New York",True,/players/r/riordmi01.html,0.0,[20],9,697.0,357.7402979199106,17267.0,6.26,13.34,46.93,0.0,0.0,0.0,6.26,13.34,46.93,1.82,2.46,74.01,0.57,3.5,4.08,3.44,0.48,0.08,0.0,3.35,14.36
3097,3589,Arnie Risen,Arnold Denny Risen,retired,C-F,81,200.0,October 9 1924,"Williamstown, Kentucky",True,/players/r/risenar01.html,0.0,[2],7,449.0,296.4126575850368,12690.0,4.76,12.76,37.3,0.0,0.0,0.0,4.76,12.76,37.3,4.44,6.34,70.02,7.5,4.45,11.95,2.0,0.0,0.0,0.0,4.91,14.0
3098,3591,Ramón Rivas,Ramón Rivas,retired,F-C,82,260.0,June 3 1966,"Carolina, Puerto Rico",True,/players/r/rivasra01.html,0.0,[],1,28.0,0.0,91.0,4.7,12.3,38.21,0.0,0.4,0.0,4.7,11.9,39.5,6.3,9.9,63.64,3.6,5.9,9.5,1.2,1.6,0.4,3.6,8.3,15.8
3099,3592,Austin Rivers,Austin James Rivers,Houston Rockets,G,75,200.0,August 1 1992,"Santa Monica, California",False,/players/r/riverau01.html,11.0,"[13, 11, 30]",8,687.0,169.0,16719.0,4.86,11.69,41.62,1.55,4.61,33.67,3.29,7.06,46.68,1.75,2.73,64.03,0.51,2.58,3.07,3.35,1.0,0.28,1.58,3.31,13.0
3100,3593,David Rivers,David Lee Rivers,retired,G,72,170.0,January 20 1965,"Jersey City, New Jersey",True,/players/r/riverda01.html,0.0,"[13, 14]",3,114.0,11.0,1286.0,3.91,9.78,39.92,0.03,0.31,10.96,3.87,9.41,41.12,2.91,3.66,79.44,1.51,2.63,4.09,7.9,1.69,0.27,4.66,3.26,10.74
3101,3594,Doc Rivers,Glenn Anton Rivers,retired,G,76,185.0,October 13 1961,"Chicago, Illinois",True,/players/r/riverdo01.html,0.0,"[1, 27, 20, 13]",13,927.0,605.0,24556.0,4.98,11.3,44.09,0.59,1.8,33.03,4.4,9.52,46.23,3.64,4.65,78.21,0.96,3.06,4.01,7.39,2.38,0.56,2.5,4.11,14.22
3102,3597,Andre Roberson,Andre Lee Roberson,Oklahoma City Thunder,G-F,79,210.0,December 4 1991,"Las Cruces, New Mexico",True,/players/r/roberan03.html,21.0,[21],5,295.0,269.0,6651.0,3.08,6.32,48.7,0.59,2.28,25.76,2.46,4.04,61.03,0.65,1.42,45.9,1.88,4.55,6.41,1.41,1.42,1.06,0.98,3.47,7.33
3103,3598,Anthony Roberson,Anthony Roberson,retired,G,74,180.0,February 14 1983,"Saginaw, Michigan",True,/players/r/roberan02.html,0.0,"[20, 10, 15, 5]",3,94.0,1.0,867.0,6.04,15.6,38.7,3.22,9.43,34.18,2.79,6.17,45.16,0.59,0.64,91.81,0.59,2.38,2.95,2.28,1.36,0.06,1.32,2.87,15.93
3104,3599,Rick Roberson,Rick Roberson,retired,C-F,81,231.0,July 7 1947,"Memphis, Tennessee",True,/players/r/roberri01.html,0.0,"[14, 6, 25]",7,423.0,223.05410794810416,10356.0,5.18,11.69,44.26,0.0,0.0,0.0,5.18,11.69,44.26,2.99,5.11,58.58,6.74,5.52,12.25,2.07,0.3,0.29,0.0,4.55,13.29
3105,3600,Terrance Roberson,Terrance Roberson,retired,F,79,215.0,December 30 1976,"Saginaw, Michigan",True,/players/r/roberte01.html,0.0,[],1,3.0,0.0,13.0,0.0,5.5,0.0,0.0,2.8,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0,0.0,5.5,8.3,0.0
3106,3601,Anthony Roberts,Anthony Jerome Roberts,retired,F-G,77,185.0,April 15 1955,"Chattanooga, Tennessee",True,/players/r/roberan01.html,0.0,[8],5,213.0,58.78194824315391,3867.0,6.31,15.36,41.05,0.0,0.01,0.0,6.31,15.35,41.08,2.78,4.0,69.42,3.09,4.7,7.79,2.48,0.83,0.15,2.41,4.67,15.45
3107,3603,Brian Roberts,Brian Lloyd Roberts,retired,G,73,173.0,December 3 1985,"Toledo, Ohio",True,/players/r/roberbr01.html,0.0,[25],5,365.0,59.0,5677.0,5.27,12.63,41.68,1.48,4.12,35.93,3.78,8.51,44.4,2.4,2.65,90.52,0.43,2.54,2.93,4.94,0.9,0.17,1.87,2.56,14.36
3108,3604,Fred Roberts,Frederick Clark Roberts,retired,F-C,82,218.0,August 14 1960,"Provo, Utah",True,/players/r/roberfr01.html,0.0,"[17, 2, 29, 27, 14, 6, 7]",13,892.0,253.0,15881.0,5.59,11.14,50.2,0.11,0.36,31.93,5.47,10.79,50.64,3.5,4.39,79.77,2.06,3.59,5.64,2.43,1.0,0.63,2.4,3.86,14.81
3109,3605,Joe Roberts,Joseph C. Roberts,retired,F,78,214.0,May 18 1936,Unknown,True,/players/r/roberjo01.html,0.0,[],3,181.0,32.97356937308001,2908.0,5.51,14.45,38.16,0.0,0.0,0.0,5.51,14.45,38.16,2.78,4.35,64.06,7.13,4.45,11.58,1.34,0.0,0.0,0.0,5.18,13.86
3110,3606,Lawrence Roberts,Lawrence Edward Roberts III,retired,F,81,240.0,October 20 1982,"Houston, Texas",True,/players/r/roberla01.html,0.0,[],2,87.0,18.0,1150.0,3.58,7.87,45.45,0.0,0.15,0.0,3.58,7.81,45.82,3.3,4.85,67.91,4.02,5.7,9.7,1.08,1.35,0.48,1.25,5.07,10.44
3111,3607,Marv Roberts,Marvin James Roberts,retired,F-C,80,200.0,January 29 1950,"Brooklyn, New York",True,/players/r/roberma01.html,0.0,[14],1,28.0,0.0,209.0,4.7,13.1,35.88,0.0,0.0,0.0,4.7,13.1,35.88,0.7,1.0,70.0,1.6,2.8,4.3,3.3,0.7,0.3,0.0,5.9,10.0
3112,3608,Stanley Roberts,Stanley Corvet Roberts,retired,C,84,285.0,February 7 1970,"Hopkins, South Carolina",True,/players/r/roberst01.html,0.0,"[13, 18, 22, 11, 23]",8,300.0,178.0,5869.0,6.49,13.05,49.74,0.0,0.01,0.0,6.49,13.03,49.83,2.7,5.21,51.83,3.11,6.41,9.5,1.18,0.7,2.39,2.27,6.5,15.67
3113,3609,Alvin Robertson,Alvin Cyrrale Robertson,retired,G,75,185.0,July 22 1962,"Barberton, Ohio",True,/players/r/roberal01.html,0.0,"[27, 17, 28, 9]",10,848.0,734.0,26675.0,6.28,13.2,47.59,0.37,1.25,29.99,5.91,11.96,49.45,2.58,3.48,74.31,2.34,3.54,5.85,5.67,3.07,0.45,3.03,3.85,15.54
3114,3610,Oscar Robertson,Oscar Palmer Robertson,retired,G-F,77,205.0,November 24 1938,"Charlotte, Tennessee",True,/players/r/roberos01.html,0.0,[17],14,1040.0,1035.6433085357046,43886.0,7.8,16.1,48.44,0.0,0.0,0.0,7.8,16.1,48.44,6.31,7.54,83.65,2.03,4.36,6.39,8.11,0.06,0.01,0.0,2.4,21.91
3115,3611,Ryan Robertson,Ryan Ashley Robertson,retired,G,77,190.0,October 2 1976,"Lawton, Oklahoma",True,/players/r/roberry01.html,0.0,[],1,1.0,0.0,25.0,2.9,8.6,33.72,0.0,2.9,0.0,2.9,5.8,50.0,1.4,1.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
3116,3612,Tony Robertson,Darryl Robertson,retired,G,76,195.0,January 1 1956,"Detroit, Michigan",True,/players/r/roberto01.html,0.0,"[1, 10]",2,75.0,8.109037222959877,1003.0,6.56,15.15,43.3,0.0,0.0,0.0,6.56,15.15,43.3,1.51,2.27,66.56,0.77,2.09,2.86,3.85,2.97,0.19,3.44,5.18,14.72
3117,3613,Rick Robey,Frederick Robert Robey,retired,C-F,83,230.0,January 30 1956,"Coral Gables, Florida",True,/players/r/robeyri01.html,0.0,"[2, 24, 12]",8,572.0,114.46481088434612,10587.0,6.18,12.46,49.63,0.0,0.02,0.0,6.17,12.42,49.69,3.07,4.56,67.3,3.37,6.18,9.56,2.52,0.91,0.35,3.16,4.92,15.44
3118,3614,Bernard Robinson,Bernard Gregory Robinson Jr.,retired,G-F,78,210.0,December 26 1980,"Washington, District of Columbia",True,/players/r/robinbe01.html,0.0,"[4, 3]",3,159.0,19.0,2187.0,3.79,9.39,40.38,0.1,0.56,18.55,3.73,8.84,42.22,2.78,3.53,78.84,1.56,4.36,6.01,2.37,2.05,0.3,2.05,4.06,10.51
3119,3615,Chris Robinson,Christopher Sean Robinson,retired,G,77,200.0,April 2 1974,"Columbus, Georgia",True,/players/r/robinch01.html,0.0,[26],2,111.0,6.0,1509.0,4.74,12.62,37.58,1.97,5.26,37.5,2.82,7.37,38.21,0.74,1.4,52.91,0.98,2.89,3.92,3.4,1.6,0.41,2.4,4.41,12.19
3120,3616,Cliff Robinson,Clifford Trent Robinson,retired,F,81,220.0,March 13 1960,"Oakland, California",True,/players/r/robincl01.html,0.0,"[6, 3, 23, 14]",11,697.0,548.7832241375636,21459.0,8.41,18.01,46.72,0.0,0.09,0.0,8.4,17.96,46.77,3.44,4.79,71.89,2.58,7.21,9.81,2.3,1.24,0.91,2.89,3.52,20.26
3121,3617,Clifford Robinson,Clifford Ralph Robinson,retired,F-C,82,225.0,December 16 1966,"Buffalo, New York",True,/players/r/robincl02.html,0.0,"[25, 24, 9, 3, 10]",18,1451.0,873.0,44250.0,6.17,14.16,43.57,1.08,3.03,35.72,5.1,11.14,45.81,2.95,4.27,69.02,1.56,3.76,5.33,2.59,1.19,1.18,2.08,3.54,16.37
3122,3618,David Robinson,David Maurice Robinson,retired,C,85,235.0,August 6 1965,"Key West, Florida",True,/players/r/robinda01.html,0.0,[],14,987.0,985.0,34271.0,7.74,14.93,51.81,0.02,0.1,18.89,7.71,14.83,51.97,6.34,8.61,73.68,3.24,7.79,11.03,2.56,1.45,3.1,2.54,2.98,21.85
3123,3619,Devin Robinson,Devin Ray Robinson,retired,F,80,200.0,March 7 1995,"Chesterfield, Virginia",True,/players/r/robinde01.html,0.0,[],2,8.0,0.0,108.0,6.67,11.64,57.29,0.0,0.7,0.0,6.67,11.03,60.49,2.99,4.66,64.15,2.69,5.66,8.35,2.02,1.66,2.02,0.7,4.36,16.32
3124,3620,Duncan Robinson,Duncan McBryde Robinson,Miami Heat,G,79,215.0,April 22 1994,"York, Maine",False,/players/r/robindu01.html,16.0,[16],2,70.0,51.0,1767.0,5.0,11.21,44.61,4.11,9.8,41.93,0.89,1.41,63.23,0.9,1.03,87.61,0.22,3.8,4.02,1.65,0.65,0.27,0.99,3.41,15.11
3125,3621,Eddie Robinson,Eddie B. Robinson Jr.,retired,G-F,80,210.0,April 19 1976,"Flint, Michigan",True,/players/r/robined01.html,0.0,[5],5,278.0,48.0,5345.0,5.75,11.34,50.69,0.06,0.22,27.33,5.69,11.12,51.15,1.53,2.06,74.37,1.6,3.52,5.15,1.7,1.46,0.62,1.47,2.33,13.05
3126,3622,Flynn Robinson,Flynn James Robinson,retired,G,73,185.0,April 28 1941,"Elgin, Illinois",True,/players/r/robinfl01.html,0.0,"[17, 5, 14]",7,696.0,353.43666461366365,16861.0,8.48,18.82,45.03,0.0,0.0,0.0,8.48,18.82,45.03,4.98,5.92,84.15,0.1,4.02,4.13,4.71,0.0,0.0,0.0,3.8,21.96
3127,3623,Glenn Robinson,Glenn Alan Robinson Jr.,retired,F,79,225.0,January 10 1973,"Gary, Indiana",True,/players/r/robingl01.html,0.0,"[17, 1, 23, 27]",11,688.0,668.0,25346.0,7.9,17.22,45.86,0.88,2.6,33.95,7.03,14.63,48.05,3.5,4.29,81.62,1.47,4.5,5.93,2.66,1.19,0.56,3.04,2.61,20.23
3128,3624,Glenn Robinson III,Glenn Alan Robinson III,Philadelphia 76ers,G-F,78,222.0,January 8 1994,"Gary, Indiana",False,/players/r/robingl02.html,23.0,"[12, 10, 9, 18, 23]",6,356.0,150.0,6515.0,4.94,10.64,46.46,1.33,3.55,37.47,3.59,7.11,50.48,1.57,2.01,77.94,1.46,3.88,5.3,1.68,1.05,0.36,1.12,1.9,12.76
